"lemma","count","strong","lexicon"
"ἀποκατάστασις",1,"G06050","{'brief': 'restitution, reestablishment, restoration', 'long': 'restitution, reestablishment, restoration.'}"
"καταρτίζω",1,"G26750","{'brief': 'I fit together, prepare', 'long': '(a) I fit (join) together; met: I compact together, (b) act. and mid: I prepare, perfect, for his (its) full destination or use, bring into its proper condition (whether for the first time, or after a lapse).'}"
"υἱοθεσία",5,"G52060","{'brief': 'adoption', 'long': 'adoption, as a son into the divine family.'}"
"ἀλαζών",2,"G02130","{'brief': 'a boaster', 'long': ""a boaster, one who gives one's self airs in a loud and flaunting way.""}"
"καύχησις",11,"G27460","{'brief': 'the act of boasting, exultation', 'long': 'the act of boasting, glorying, exultation.'}"
"καύχημα",11,"G27450","{'brief': 'a boasting', 'long': 'a boasting; a ground of boasting (glorying, exultation).'}"
"κατακαυχάομαι",3,"G26200","{'brief': 'I boast against', 'long': 'I boast against, exult over.'}"
"περπερεύομαι",1,"G40680","{'brief': 'I boast', 'long': 'I boast, vaunt myself.'}"
"κενόδοξος",1,"G27550","{'brief': 'vainglorious', 'long': 'vainglorious, boastful.'}"
"ἐνκαυχάομαι",1,"G14605","{'brief': 'I dwell in, among', 'long': 'I dwell in, among.'}"
"αὐχέω",1,"G08495","{'brief': ""with one's own hand"", 'long': ""with one's own hand.""}"
"ἐντυγχάνω",4,"G17930","{'brief': 'I meet, encounter, call upon, make a petition', 'long': '(a) I meet, encounter, hence: (b) I call (upon), make a petition, make suit, supplication.'}"
"ἱλαστήριον",2,"G24350","{'brief': 'a sin offering, covering', 'long': '(a) a sin offering, by which the wrath of the deity shall be appeased; a means of propitiation, (b) the covering of the ark, which was sprinkled with the atoning blood on the Day of Atonement.'}"
"ἱλασμός",2,"G24340","{'brief': 'a propitiation, atoning sacrifice', 'long': 'a propitiation (of an angry god), atoning sacrifice.'}"
"παράβασις",7,"G38470","{'brief': 'a transgression', 'long': 'a transgression, overstepping, deviation.'}"
"παραβάτης",5,"G38480","{'brief': 'a transgressor', 'long': 'a transgressor, law-breaker.'}"
"προάγω",2,"G42540","{'brief': 'I lead forth, go before', 'long': '(a) trans: I lead forth; in the judicial sense, into court, (b) intrans. and trans: I precede, go before, (c) intrans: I go too far.'}"
"παιδεύω",8,"G38110","{'brief': 'I discipline, educate, train, chastise', 'long': '(a) I discipline, educate, train, (b) more severely: I chastise.'}"
"παιδεία",6,"G38090","{'brief': 'discipline', 'long': 'discipline; training and education of children, hence: instruction; chastisement, correction.'}"
"παιδευτής",1,"G38100","{'brief': 'an instructor', 'long': 'an instructor, trainer; almost: a chastiser.'}"
"ψαλμός",4,"G55680","{'brief': 'a psalm', 'long': 'a psalm, song of praise, the Hebrew book of Psalms.'}"
"ψάλλω",1,"G55670","{'brief': 'I sing psalms', 'long': 'I sing, sing psalms; earlier: I play on a stringed instrument.'}"
"παντοκράτωρ",10,"G38410","{'brief': 'ruler of the universe', 'long': 'ruler of all, ruler of the universe, the almighty.'}"
"θέλημα",34,"G23070","{'brief': 'will, wish, desire', 'long': 'an act of will, will; plur: wishes, desires.'}"
"ἀκρογωνιαῖος",2,"G02040","{'brief': 'in the corner, cornerstone', 'long': 'in the corner (of a building); subst: corner-(stone).'}"
"ποιμήν",1,"G41660","{'brief': 'a shepherd', 'long': 'a shepherd; hence met: of the feeder, protector, and ruler of a flock of men.'}"
"πρωτοτόκια",1,"G44150","{'brief': 'the birthright', 'long': 'the birthright, the rights of the first-born.'}"
"λαός",45,"G29920","{'brief': 'a people, the crowd', 'long': ""(a) a people, characteristically of God's chosen people, first the Jews, then the Christians, (b) sometimes, but rarely, the people, the crowd.""}"
"ἀντίχριστος",5,"G05000","{'brief': 'antichrist', 'long': 'antichrist, either one who puts himself in the place of, or the enemy (opponent) of the Messiah.'}"
