"originalWord","lemma","strong","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTextFrequency","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"ἐγένετο","γίνομαι","G10960","rev","8","8","19","καὶ ἐγένετο",2,0,"became",1,0,"καὶ ἐγένετο = became",0.01,"For ἐγένετο - Specific alignment ""καὶ ἐγένετο = became"" used infrequently: 1.0% out of 209 total alignments, threshold 5%","","","",""
"ὄνομα","ὄνομα","G36860","rev","9","11","16","ὄνομα",1,0,"the name",2,0,"ὄνομα = the name",0.036,"For ὄνομα - Specific alignment ""ὄνομα = the name"" used infrequently: 3.6% out of 84 total alignments, threshold 5%","","","",""
"εὐαγγέλιον","εὐαγγέλιον","G20980","rom","1","1","8","εὐαγγέλιον",1,0,"the gospel",2,0,"εὐαγγέλιον = the gospel",0.025,"For εὐαγγέλιον - Specific alignment ""εὐαγγέλιον = the gospel"" used infrequently: 2.5% out of 40 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","1","17","3","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","1","19","3","τοῦ Θεοῦ",2,0,"about God",2,0,"τοῦ Θεοῦ = about God",0.001,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = about God"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"προφητῶν","προφήτης","G43960","rom","1","2","4","τῶν προφητῶν",2,0,"prophets",1,0,"τῶν προφητῶν = prophets",0.048,"For προφητῶν - Specific alignment ""τῶν προφητῶν = prophets"" used infrequently: 4.8% out of 42 total alignments, threshold 5%","","","",""
"Θεὸν","θεός","G23160","rom","1","21","2","τὸν Θεὸν",2,0,"about God",2,0,"τὸν Θεὸν = about God",0.014,"For Θεὸν - Specific alignment ""τὸν Θεὸν = about God"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"Υἱοῦ","υἱός","G52070","rom","1","4","6","Υἱοῦ",1,0,"to be the Son",4,0,"Υἱοῦ = to be the Son",0.025,"For Υἱοῦ - Specific alignment ""Υἱοῦ = to be the Son"" used infrequently: 2.5% out of 40 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","rom","1","7","8","χάρις",1,0,"May grace",2,0,"χάρις = May grace",0.017,"For χάρις - Specific alignment ""χάρις = May grace"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","1","8","0","πρῶτον μὲν",2,0,"First",1,0,"πρῶτον μὲν = First",0.008,"For μὲν - Specific alignment ""πρῶτον μὲν = First"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","10","1","1","ἡ μὲν",2,0,"the",1,0,"ἡ μὲν = the",0.008,"For μὲν - Specific alignment ""ἡ μὲν = the"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","10","2","6","Θεοῦ",1,0,"for God",2,0,"Θεοῦ = for God",0.001,"For Θεοῦ - Specific alignment ""Θεοῦ = for God"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","10","20","4","λέγει",1,0,"he says",2,0,"λέγει = he says",0.032,"For λέγει - Specific alignment ""λέγει = he says"" used infrequently: 3.2% out of 349 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","10","21","3","λέγει",1,0,"he says",2,0,"λέγει = he says",0.032,"For λέγει - Specific alignment ""λέγει = he says"" used infrequently: 3.2% out of 349 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","10","3","2","τὴν τοῦ Θεοῦ",3,0,"of God s",3,0,"τὴν τοῦ Θεοῦ = of God s",0.001,"For Θεοῦ - Specific alignment ""τὴν τοῦ Θεοῦ = of God s"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","For Θεοῦ - Too many original language words in alignment: 3, threshold 3","","",""
"πίστεως","πίστις","G41020","rom","10","8","19","τῆς πίστεως",2,0,"of faith",2,0,"τῆς πίστεως = of faith",0.038,"For πίστεως - Specific alignment ""τῆς πίστεως = of faith"" used infrequently: 3.8% out of 105 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","10","8","2","λέγει",1,0,"does it say",3,0,"λέγει = does it say",0.003,"For λέγει - Specific alignment ""λέγει = does it say"" used infrequently: 0.3% out of 349 total alignments, threshold 5%","","","",""
"Κύριον","κύριος","G29620","rom","10","9","7","Κύριον",1,0,"as Lord",2,0,"Κύριον = as Lord",0.031,"For Κύριον - Specific alignment ""Κύριον = as Lord"" used infrequently: 3.1% out of 65 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","rom","11","13","1","λέγω",1,0,"I am speaking",3,0,"λέγω = I am speaking",0.022,"For λέγω - Specific alignment ""λέγω = I am speaking"" used infrequently: 2.2% out of 225 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","11","13","4","ἐφ’ ὅσον μὲν οὖν",4,0,"and as long as",4,0,"ἐφ’ ὅσον μὲν οὖν = and as long as",0.008,"For μὲν - Specific alignment ""ἐφ’ ὅσον μὲν οὖν = and as long as"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","For μὲν - Too many original language words in alignment: 4, threshold 3","","",""
"Θεῷ","θεός","G23160","rom","11","2","19","τῷ Θεῷ",2,0,"with God",2,0,"τῷ Θεῷ = with God",0.006,"For Θεῷ - Specific alignment ""τῷ Θεῷ = with God"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","11","22","10","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","11","22","7","ἐπὶ μὲν",2,0,"came on",2,0,"ἐπὶ μὲν = came on",0.008,"For μὲν - Specific alignment ""ἐπὶ μὲν = came on"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","11","28","0","κατὰ μὲν",2,0,"As far as",3,0,"κατὰ μὲν = As far as",0.008,"For μὲν - Specific alignment ""κατὰ μὲν = As far as"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","11","28","3","κατὰ μὲν",2,0,"is concerned",2,0,"κατὰ μὲν = is concerned",0.008,"For μὲν - Specific alignment ""κατὰ μὲν = is concerned"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","rom","11","34","7","ἐγένετο",1,0,"has become",2,0,"ἐγένετο = has become",0.01,"For ἐγένετο - Specific alignment ""ἐγένετο = has become"" used infrequently: 1.0% out of 209 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","11","4","2","λέγει",1,0,"does",1,0,"λέγει = does",0.009,"For λέγει - Specific alignment ""λέγει = does"" used infrequently: 0.9% out of 349 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","11","4","5","λέγει",1,0,"say",1,0,"λέγει = say",0.017,"For λέγει - Specific alignment ""λέγει = say"" used infrequently: 1.7% out of 349 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","rom","12","3","16","ὃ δεῖ",2,0,"they ought",2,0,"ὃ δεῖ = they ought",0.013,"For δεῖ - Specific alignment ""ὃ δεῖ = they ought"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","rom","12","3","25","ὁ Θεὸς",2,0,"out",1,0,"ὁ Θεὸς = out",0.004,"For Θεὸς - Specific alignment ""ὁ Θεὸς = out"" used infrequently: 0.4% out of 239 total alignments, threshold 5%","","","",""
"ἐξουσίαν","ἐξουσία","G18490","rom","13","3","11","ἐξουσίαν",1,0,"in authority",2,0,"ἐξουσίαν = in authority",0.018,"For ἐξουσίαν - Specific alignment ""ἐξουσίαν = in authority"" used infrequently: 1.8% out of 57 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","rom","13","9","19","λόγῳ",1,0,"command",1,0,"λόγῳ = command",0.041,"For λόγῳ - Specific alignment ""λόγῳ = command"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","rom","14","12","5","λόγον",1,0,"an account",2,0,"λόγον = an account",0.03,"For λόγον - Specific alignment ""λόγον = an account"" used infrequently: 3.0% out of 134 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","14","2","1","μὲν πιστεύει",2,0,"has faith",2,0,"μὲν πιστεύει = has faith",0.008,"For μὲν - Specific alignment ""μὲν πιστεύει = has faith"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"καλὸν","καλός","G25700","rom","14","21","0","καλὸν",1,0,"It is good",3,0,"καλὸν = It is good",0.045,"For καλὸν - Specific alignment ""καλὸν = It is good"" used infrequently: 4.5% out of 44 total alignments, threshold 5%","","","",""
"πίστιν","πίστις","G41020","rom","14","22","0","πίστιν ἣν",2,0,"The faith",2,0,"πίστιν ἣν = The faith",0.018,"For πίστιν - Specific alignment ""πίστιν ἣν = The faith"" used infrequently: 1.8% out of 56 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","14","22","6","ἐνώπιον τοῦ Θεοῦ",3,0,"and God",2,0,"ἐνώπιον τοῦ Θεοῦ = and God",0.001,"For Θεοῦ - Specific alignment ""ἐνώπιον τοῦ Θεοῦ = and God"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","For Θεοῦ - Too many original language words in alignment: 3, threshold 3","","",""
"μὲν","μέν","G33030","rom","14","5","1","μὲν κρίνει",2,0,"values",1,0,"μὲν κρίνει = values",0.008,"For μὲν - Specific alignment ""μὲν κρίνει = values"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Κυρίῳ","κύριος","G29620","rom","14","6","18","Κυρίῳ",1,0,"for the Lord",3,0,"Κυρίῳ = for the Lord",0.035,"For Κυρίῳ - Specific alignment ""Κυρίῳ = for the Lord"" used infrequently: 3.5% out of 113 total alignments, threshold 5%","","","",""
"Κυρίῳ","κύριος","G29620","rom","14","6","4","Κυρίῳ",1,0,"for the Lord",3,0,"Κυρίῳ = for the Lord",0.035,"For Κυρίῳ - Specific alignment ""Κυρίῳ = for the Lord"" used infrequently: 3.5% out of 113 total alignments, threshold 5%","","","",""
"Κυρίῳ","κύριος","G29620","rom","14","6","8","Κυρίῳ",1,0,"for the Lord",3,0,"Κυρίῳ = for the Lord",0.035,"For Κυρίῳ - Specific alignment ""Κυρίῳ = for the Lord"" used infrequently: 3.5% out of 113 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","rom","14","8","18","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",0.017,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","15","10","1","λέγει",1,0,"it says",2,0,"λέγει = it says",0.014,"For λέγει - Specific alignment ""λέγει = it says"" used infrequently: 1.4% out of 349 total alignments, threshold 5%","","","",""
"ἔθνη","ἔθνος","G14840","rom","15","10","3","ἔθνη",1,0,"you Gentiles",2,0,"ἔθνη = you Gentiles",0.019,"For ἔθνη - Specific alignment ""ἔθνη = you Gentiles"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"λαοῦ","λαός","G29920","rom","15","10","6","τοῦ λαοῦ",2,0,"people",1,0,"τοῦ λαοῦ = people",0.043,"For λαοῦ - Specific alignment ""τοῦ λαοῦ = people"" used infrequently: 4.3% out of 47 total alignments, threshold 5%","","","",""
"ἔθνη","ἔθνος","G14840","rom","15","11","6","τὰ ἔθνη",2,0,"you Gentiles",2,0,"τὰ ἔθνη = you Gentiles",0.019,"For ἔθνη - Specific alignment ""τὰ ἔθνη = you Gentiles"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"ἐθνῶν","ἔθνος","G14840","rom","15","12","10","ἐθνῶν",1,0,"over the Gentiles",3,0,"ἐθνῶν = over the Gentiles",0.02,"For ἐθνῶν - Specific alignment ""ἐθνῶν = over the Gentiles"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","rom","15","16","18","γένηται",1,0,"might become",2,0,"γένηται = might become",0.038,"For γένηται - Specific alignment ""γένηται = might become"" used infrequently: 3.8% out of 53 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","rom","15","18","15","λόγῳ",1,0,"These are things done by word",6,0,"λόγῳ = These are things done by word",0.02,"For λόγῳ - Specific alignment ""λόγῳ = These are things done by word"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","For λόγῳ - Too many target language words in alignment: 6, threshold 5","",""
"γένηται","γίνομαι","G10960","rom","15","31","7","γένηται",1,0,"that",1,0,"γένηται = that",0.019,"For γένηται - Specific alignment ""γένηται = that"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"δόξαν","δόξα","G13910","rom","15","7","9","δόξαν",1,0,"the praise",2,0,"δόξαν = the praise",0.017,"For δόξαν - Specific alignment ""δόξαν = the praise"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","rom","15","8","1","λέγω",1,0,"I say that",3,0,"λέγω = I say that",0.013,"For λέγω - Specific alignment ""λέγω = I say that"" used infrequently: 1.3% out of 225 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","15","8","7","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"ἔθνη","ἔθνος","G14840","rom","16","26","10","τὰ ἔθνη",2,0,"nations",1,0,"τὰ ἔθνη = nations",0.019,"For ἔθνη - Specific alignment ""τὰ ἔθνη = nations"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"ἔργον","ἔργον","G20410","rom","2","15","3","ἔργον",1,0,"actions",1,0,"ἔργον = actions",0.024,"For ἔργον - Specific alignment ""ἔργον = actions"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","2","2","3","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","rom","2","22","0","ὁ λέγων",2,0,"You who say that",4,0,"ὁ λέγων = You who say that",0.006,"For λέγων - Specific alignment ""ὁ λέγων = You who say that"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","rom","2","29","6","καρδίας",1,0,"is that of the heart",5,0,"καρδίας = is that of the heart",0.015,"For καρδίας - Specific alignment ""καρδίας = is that of the heart"" used infrequently: 1.5% out of 67 total alignments, threshold 5%","","For καρδίας - Too many target language words in alignment: 5, threshold 5","",""
"Θεοῦ","θεός","G23160","rom","2","5","15","τοῦ Θεοῦ",2,0,"of God s",3,0,"τοῦ Θεοῦ = of God s",0.003,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = of God s"" used infrequently: 0.3% out of 712 total alignments, threshold 5%","","","",""
"ἔργα","ἔργον","G20410","rom","2","6","5","τὰ ἔργα",2,0,"actions",1,0,"τὰ ἔργα = actions",0.017,"For ἔργα - Specific alignment ""τὰ ἔργα = actions"" used infrequently: 1.7% out of 59 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","2","7","0","τοῖς μὲν",2,0,"to those",2,0,"τοῖς μὲν = to those",0.008,"For μὲν - Specific alignment ""τοῖς μὲν = to those"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"ζωὴν","ζωή","G22220","rom","2","7","12","ζωὴν",1,0,"he will give",3,0,"ζωὴν = he will give",0.018,"For ζωὴν - Specific alignment ""ζωὴν = he will give"" used infrequently: 1.8% out of 55 total alignments, threshold 5%","","","",""
"Θεόν","θεός","G23160","rom","3","11","6","τὸν Θεόν",2,0,"after God",2,0,"τὸν Θεόν = after God",0.014,"For Θεόν - Specific alignment ""τὸν Θεόν = after God"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","rom","3","19","19","ὑπόδικος γένηται",2,0,"held accountable",2,0,"ὑπόδικος γένηται = held accountable",0.019,"For γένηται - Specific alignment ""ὑπόδικος γένηται = held accountable"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","3","2","5","πρῶτον μὲν",2,0,"first of all",3,0,"πρῶτον μὲν = first of all",0.008,"For μὲν - Specific alignment ""πρῶτον μὲν = first of all"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","3","2","8","τοῦ Θεοῦ",2,0,"from God",2,0,"τοῦ Θεοῦ = from God",0.006,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = from God"" used infrequently: 0.6% out of 712 total alignments, threshold 5%","","","",""
"νόμου","νόμος","G35510","rom","3","21","10","νόμου",1,0,"Law",1,0,"νόμου = Law",0.014,"For νόμου - Specific alignment ""νόμου = Law"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"προφητῶν","προφήτης","G43960","rom","3","21","13","προφητῶν",1,0,"Prophets",1,0,"προφητῶν = Prophets",0.024,"For προφητῶν - Specific alignment ""προφητῶν = Prophets"" used infrequently: 2.4% out of 42 total alignments, threshold 5%","","","",""
"Ἰησοῦ","Ἰησοῦς","G24240","rom","3","22","5","Ἰησοῦ",1,0,"in Jesus",2,0,"Ἰησοῦ = in Jesus",0.015,"For Ἰησοῦ - Specific alignment ""Ἰησοῦ = in Jesus"" used infrequently: 1.5% out of 333 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","rom","3","25","0","ὁ Θεὸς",2,0,"For God",2,0,"ὁ Θεὸς = For God",0.004,"For Θεὸς - Specific alignment ""ὁ Θεὸς = For God"" used infrequently: 0.4% out of 239 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","3","26","1","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"Ἰησοῦ","Ἰησοῦς","G24240","rom","3","26","21","Ἰησοῦ",1,0,"in Jesus",2,0,"Ἰησοῦ = in Jesus",0.015,"For Ἰησοῦ - Specific alignment ""Ἰησοῦ = in Jesus"" used infrequently: 1.5% out of 333 total alignments, threshold 5%","","","",""
"νόμου","νόμος","G35510","rom","3","27","11","νόμου",1,0,"the grounds",2,0,"νόμου = the grounds",0.014,"For νόμου - Specific alignment ""νόμου = the grounds"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"νόμου","νόμος","G35510","rom","3","27","6","νόμου",1,0,"grounds",1,0,"νόμου = grounds",0.014,"For νόμου - Specific alignment ""νόμου = grounds"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"ἔργων","ἔργον","G20410","rom","3","27","7","τῶν ἔργων",2,0,"Of works",2,0,"τῶν ἔργων = Of works",0.022,"For ἔργων - Specific alignment ""τῶν ἔργων = Of works"" used infrequently: 2.2% out of 46 total alignments, threshold 5%","","","",""
"πίστει","πίστις","G41020","rom","3","28","4","πίστει",1,0,"by faith",2,0,"πίστει = by faith",0.031,"For πίστει - Specific alignment ""πίστει = by faith"" used infrequently: 3.1% out of 64 total alignments, threshold 5%","","","",""
"Ἰουδαίων","Ἰουδαῖος","G24530","rom","3","29","3","Ἰουδαίων",1,0,"of Jews",2,0,"Ἰουδαίων = of Jews",0.023,"For Ἰουδαίων - Specific alignment ""Ἰουδαίων = of Jews"" used infrequently: 2.3% out of 86 total alignments, threshold 5%","","","",""
"ἐθνῶν","ἔθνος","G14840","rom","3","29","7","ἐθνῶν",1,0,"of Gentiles",2,0,"ἐθνῶν = of Gentiles",0.041,"For ἐθνῶν - Specific alignment ""ἐθνῶν = of Gentiles"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"ἐθνῶν","ἔθνος","G14840","rom","3","29","9","ἐθνῶν",1,0,"of Gentiles",2,0,"ἐθνῶν = of Gentiles",0.041,"For ἐθνῶν - Specific alignment ""ἐθνῶν = of Gentiles"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"πίστιν","πίστις","G41020","rom","3","3","10","τὴν πίστιν",2,0,"faithfulness",1,0,"τὴν πίστιν = faithfulness",0.018,"For πίστιν - Specific alignment ""τὴν πίστιν = faithfulness"" used infrequently: 1.8% out of 56 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","3","3","9","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"Θεός","θεός","G23160","rom","3","30","1","ὁ Θεός",2,0,"God is",2,0,"ὁ Θεός = God is",0.043,"For Θεός - Specific alignment ""ὁ Θεός = God is"" used infrequently: 4.3% out of 69 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","rom","3","5","13","λέγω",1,0,"I am speaking",3,0,"λέγω = I am speaking",0.022,"For λέγω - Specific alignment ""λέγω = I am speaking"" used infrequently: 2.2% out of 225 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","rom","3","5","9","ὁ Θεὸς",2,0,"Is God",2,0,"ὁ Θεὸς = Is God",0.004,"For Θεὸς - Specific alignment ""ὁ Θεὸς = Is God"" used infrequently: 0.4% out of 239 total alignments, threshold 5%","","","",""
"δόξαν","δόξα","G13910","rom","3","7","9","εἰς τὴν δόξαν",3,0,"praise",1,0,"εἰς τὴν δόξαν = praise",0.017,"For δόξαν - Specific alignment ""εἰς τὴν δόξαν = praise"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","For δόξαν - Too many original language words in alignment: 3, threshold 3","","",""
"νόμου","νόμος","G35510","rom","4","14","2","οἱ ἐκ νόμου",3,0,"those who live by the law",6,0,"οἱ ἐκ νόμου = those who live by the law",0.014,"For νόμου - Specific alignment ""οἱ ἐκ νόμου = those who live by the law"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","For νόμου - Too many original language words in alignment: 3, threshold 3","For νόμου - Too many target language words in alignment: 6, threshold 5","",""
"νόμου","νόμος","G35510","rom","4","16","17","ἐκ τοῦ νόμου",3,0,"who are under the law",5,0,"ἐκ τοῦ νόμου = who are under the law",0.014,"For νόμου - Specific alignment ""ἐκ τοῦ νόμου = who are under the law"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","For νόμου - Too many original language words in alignment: 3, threshold 3","For νόμου - Too many target language words in alignment: 5, threshold 5","",""
"πίστεως","πίστις","G41020","rom","4","16","21","ἐκ πίστεως",2,0,"who share the faith",4,0,"ἐκ πίστεως = who share the faith",0.01,"For πίστεως - Specific alignment ""ἐκ πίστεως = who share the faith"" used infrequently: 1.0% out of 105 total alignments, threshold 5%","","","",""
"πατέρα","πατήρ","G39620","rom","4","17","4","ὅτι πατέρα",2,0,"the father",2,0,"ὅτι πατέρα = the father",0.024,"For πατέρα - Specific alignment ""ὅτι πατέρα = the father"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","rom","4","20","2","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","rom","4","21","7","ποιῆσαι",1,0,"to accomplish",2,0,"ποιῆσαι = to accomplish",0.02,"For ποιῆσαι - Specific alignment ""ποιῆσαι = to accomplish"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","4","3","2","λέγει",1,0,"does",1,0,"λέγει = does",0.009,"For λέγει - Specific alignment ""λέγει = does"" used infrequently: 0.9% out of 349 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","4","3","5","λέγει",1,0,"say",1,0,"λέγει = say",0.017,"For λέγει - Specific alignment ""λέγει = say"" used infrequently: 1.7% out of 349 total alignments, threshold 5%","","","",""
"χάριν","χάρις","G54850","rom","4","4","9","χάριν",1,0,"a gift",2,0,"χάριν = a gift",0.019,"For χάριν - Specific alignment ""χάριν = a gift"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","rom","4","6","3","λέγει",1,0,"pronounces",1,0,"λέγει = pronounces",0.003,"For λέγει - Specific alignment ""λέγει = pronounces"" used infrequently: 0.3% out of 349 total alignments, threshold 5%","","","",""
"ζωῆς","ζωή","G22220","rom","5","18","15","ζωῆς",1,0,"and life",2,0,"ζωῆς = and life",0.019,"For ζωῆς - Specific alignment ""ζωῆς = and life"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"πίστει","πίστις","G41020","rom","5","2","6","τῇ πίστει",2,0,"by faith",2,0,"τῇ πίστει = by faith",0.016,"For πίστει - Specific alignment ""τῇ πίστει = by faith"" used infrequently: 1.6% out of 64 total alignments, threshold 5%","","","",""
"χάριν","χάρις","G54850","rom","5","2","9","τὴν χάριν",2,0,"grace",1,0,"τὴν χάριν = grace",0.019,"For χάριν - Specific alignment ""τὴν χάριν = grace"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","rom","6","10","10","τῷ Θεῷ",2,0,"for God",2,0,"τῷ Θεῷ = for God",0.023,"For Θεῷ - Specific alignment ""τῷ Θεῷ = for God"" used infrequently: 2.3% out of 171 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","rom","6","11","7","μὲν τῇ ἁμαρτίᾳ",3,0,"to sin",2,0,"μὲν τῇ ἁμαρτίᾳ = to sin",0.008,"For μὲν - Specific alignment ""μὲν τῇ ἁμαρτίᾳ = to sin"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","For μὲν - Too many original language words in alignment: 3, threshold 3","","",""
"ἁμαρτίας","ἁμαρτία","G02660","rom","6","16","15","ἁμαρτίας",1,0,"to sin",2,0,"ἁμαρτίας = to sin",0.017,"For ἁμαρτίας - Specific alignment ""ἁμαρτίας = to sin"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","rom","6","17","1","χάρις",1,0,"thanks be",2,0,"χάρις = thanks be",0.05,"For χάρις - Specific alignment ""χάρις = thanks be"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","rom","6","17","10","καρδίας",1,0,"the heart",2,0,"καρδίας = the heart",0.015,"For καρδίας - Specific alignment ""καρδίας = the heart"" used infrequently: 1.5% out of 67 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","rom","6","19","0","λέγω",1,0,"I speak",2,0,"λέγω = I speak",0.018,"For λέγω - Specific alignment ""λέγω = I speak"" used infrequently: 1.8% out of 225 total alignments, threshold 5%","","","",""
